cancer	gene	stable_gene_id	study_A	study_B	top_A	top_B	n_common_categories	same_top_all_categories	top_A_shared	top_B_shared	same_top_shared_categories	bootstrap_top_A	bootstrap_top_B	same_top_both_bootstrap_ge080	status	reason
PDAC	ALKBH3	UniProtKB:Q96Q83	GSE278688	GSE242230	Endothelial	Fibroblast/CAF	6	False	Endothelial	Fibroblast/CAF	False	0.785	0.563	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH4	UniProtKB:Q9NXW9	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.963	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH4	UniProtKB:Q9NXW9	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	1.0	0.523	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH4	UniProtKB:Q9NXW9	GSE278688	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.963	0.523	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH5	UniProtKB:Q6P6C2	GSE263733	GSE278688	T/NK	T/NK	6	True	T/NK	T/NK	True	0.73	0.997	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH5	UniProtKB:Q6P6C2	GSE263733	GSE242230	T/NK	Fibroblast/CAF	6	False	T/NK	Fibroblast/CAF	False	0.73	0.532	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH5	UniProtKB:Q6P6C2	GSE278688	GSE242230	T/NK	Fibroblast/CAF	6	False	T/NK	Fibroblast/CAF	False	0.997	0.532	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH7	UniProtKB:Q9BT30	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.908	0.77	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH7	UniProtKB:Q9BT30	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.908	0.812	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH7	UniProtKB:Q9BT30	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.77	0.812	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH8	UniProtKB:Q96BT7	GSE263733	GSE278688	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.467	0.957	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH8	UniProtKB:Q96BT7	GSE263733	GSE242230	Fibroblast/CAF	Endothelial	6	False	Fibroblast/CAF	Endothelial	False	0.467	0.349	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ALKBH8	UniProtKB:Q96BT7	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.957	0.349	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ANTKMT	UniProtKB:Q9BQD7	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.996	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ANTKMT	UniProtKB:Q9BQD7	GSE263733	GSE242230	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	1.0	0.481	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ANTKMT	UniProtKB:Q9BQD7	GSE278688	GSE242230	Epithelial/Ductal	Myeloid	6	False	Epithelial/Ductal	Myeloid	False	0.996	0.481	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AOC1	UniProtKB:P19801	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AOC1	UniProtKB:P19801	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AOC1	UniProtKB:P19801	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP1	UniProtKB:P29972	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.8	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP1	UniProtKB:P29972	GSE263733	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.8	0.587	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP1	UniProtKB:P29972	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	1.0	0.587	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP10	UniProtKB:Q96PS8	GSE263733	GSE278688	NOT_EVALUABLE	Myeloid	6	NA	NOT_EVALUABLE	Myeloid	NA	NA	1.0	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP10	UniProtKB:Q96PS8	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP10	UniProtKB:Q96PS8	GSE278688	GSE242230	Myeloid	NOT_EVALUABLE	6	NA	Myeloid	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP11	UniProtKB:Q8NBQ7	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.967	0.873	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP11	UniProtKB:Q8NBQ7	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.967	0.994	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP11	UniProtKB:Q8NBQ7	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.873	0.994	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP2	UniProtKB:P41181	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP2	UniProtKB:P41181	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP2	UniProtKB:P41181	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP3	UniProtKB:Q92482	GSE263733	GSE278688	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.496	0.999	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP3	UniProtKB:Q92482	GSE263733	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.496	0.995	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP3	UniProtKB:Q92482	GSE278688	GSE242230	T/NK	T/NK	6	True	T/NK	T/NK	True	0.999	0.995	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7	UniProtKB:O14520	GSE263733	GSE278688	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.784	0.991	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7	UniProtKB:O14520	GSE263733	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.784	0.512	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7	UniProtKB:O14520	GSE278688	GSE242230	Endothelial	Endothelial	6	True	Endothelial	Endothelial	True	0.991	0.512	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7B	UniProtKB:A0A075B734	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7B	UniProtKB:A0A075B734	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP7B	UniProtKB:A0A075B734	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP9	UniProtKB:O43315	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP9	UniProtKB:O43315	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AQP9	UniProtKB:O43315	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG1	UniProtKB:P05089	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG1	UniProtKB:P05089	GSE263733	GSE242230	NOT_EVALUABLE	Erythrocyte	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.456	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG1	UniProtKB:P05089	GSE278688	GSE242230	NOT_EVALUABLE	Erythrocyte	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0.456	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG2	UniProtKB:P78540	GSE263733	GSE278688	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.969	0.804	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG2	UniProtKB:P78540	GSE263733	GSE242230	Epithelial/Ductal	Erythrocyte	6	False	Epithelial/Ductal	Epithelial/Ductal	True	0.969	0.461	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ARG2	UniProtKB:P78540	GSE278688	GSE242230	T/NK	Erythrocyte	6	False	T/NK	Epithelial/Ductal	False	0.804	0.461	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE263733	GSE278688	NOT_EVALUABLE	Fibroblast/CAF	6	NA	NOT_EVALUABLE	Fibroblast/CAF	NA	NA	0.971	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE263733	GSE242230	NOT_EVALUABLE	Fibroblast/CAF	6	NA	NOT_EVALUABLE	Fibroblast/CAF	NA	NA	0.979	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AS3MT	UniProtKB:Q9HBK9	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.971	0.979	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH1	UniProtKB:Q13510	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH1	UniProtKB:Q13510	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH1	UniProtKB:Q13510	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH2	UniProtKB:Q9NR71	GSE263733	GSE278688	Epithelial/Ductal	NOT_EVALUABLE	6	NA	Epithelial/Ductal	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH2	UniProtKB:Q9NR71	GSE263733	GSE242230	Epithelial/Ductal	NOT_EVALUABLE	6	NA	Epithelial/Ductal	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASAH2	UniProtKB:Q9NR71	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASH1L	UniProtKB:Q9NR48	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.822	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASH1L	UniProtKB:Q9NR48	GSE263733	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	1.0	0.698	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASH1L	UniProtKB:Q9NR48	GSE278688	GSE242230	Endothelial	T/NK	6	False	Endothelial	T/NK	False	0.822	0.698	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASMT	UniProtKB:P46597	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASMT	UniProtKB:P46597	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASMT	UniProtKB:P46597	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASNS	UniProtKB:P08243	GSE263733	GSE278688	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.749	0.838	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASNS	UniProtKB:P08243	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.749	0.996	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASNS	UniProtKB:P08243	GSE278688	GSE242230	Fibroblast/CAF	Epithelial/Ductal	6	False	Fibroblast/CAF	Epithelial/Ductal	False	0.838	0.996	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPG	UniProtKB:Q86U10	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.983	0.936	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPG	UniProtKB:Q86U10	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.983	0.995	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPG	UniProtKB:Q86U10	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.936	0.995	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPH	UniProtKB:Q12797	GSE263733	GSE278688	Epithelial/Ductal	Endothelial	6	False	Epithelial/Ductal	Endothelial	False	1.0	0.777	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPH	UniProtKB:Q12797	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ASPH	UniProtKB:Q12797	GSE278688	GSE242230	Endothelial	Epithelial/Ductal	6	False	Endothelial	Epithelial/Ductal	False	0.777	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	0.997	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE263733	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	1.0	0.77	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A3	UniProtKB:Q9H7F0	GSE278688	GSE242230	Myeloid	Epithelial/Ductal	6	False	Myeloid	Epithelial/Ductal	False	0.997	0.77	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATP13A4	UniProtKB:Q4VNC1	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.997	0.481	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE263733	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.997	0.745	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	ATPSCKMT	UniProtKB:Q6P4H8	GSE278688	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.481	0.745	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AWAT2	UniProtKB:Q6E213	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AWAT2	UniProtKB:Q6E213	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	AWAT2	UniProtKB:Q6E213	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	0	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BAAT	UniProtKB:Q14032	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BAAT	UniProtKB:Q14032	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BAAT	UniProtKB:Q14032	GSE278688	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BBOX1	UniProtKB:O75936	GSE263733	GSE278688	Epithelial/Ductal	NOT_EVALUABLE	6	NA	Epithelial/Ductal	NOT_EVALUABLE	NA	1.0	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BBOX1	UniProtKB:O75936	GSE263733	GSE242230	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	1.0	0.998	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BBOX1	UniProtKB:O75936	GSE278688	GSE242230	NOT_EVALUABLE	Epithelial/Ductal	6	NA	NOT_EVALUABLE	Epithelial/Ductal	NA	NA	0.998	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT1	UniProtKB:P54687	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	0.283	1.0	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT1	UniProtKB:P54687	GSE263733	GSE242230	Myeloid	Fibroblast/CAF	6	False	Myeloid	Fibroblast/CAF	False	0.283	0.916	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT1	UniProtKB:P54687	GSE278688	GSE242230	Myeloid	Fibroblast/CAF	6	False	Myeloid	Fibroblast/CAF	False	1.0	0.916	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT2	UniProtKB:O15382	GSE263733	GSE278688	Fibroblast/CAF	Epithelial/Ductal	6	False	Fibroblast/CAF	Epithelial/Ductal	False	0.528	0.824	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT2	UniProtKB:O15382	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.528	0.582	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCAT2	UniProtKB:O15382	GSE278688	GSE242230	Epithelial/Ductal	Fibroblast/CAF	6	False	Epithelial/Ductal	Fibroblast/CAF	False	0.824	0.582	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE263733	GSE278688	Epithelial/Ductal	Epithelial/Ductal	6	True	Epithelial/Ductal	Epithelial/Ductal	True	0.946	0.54	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE263733	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.946	0.88	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BCDIN3D	UniProtKB:Q7Z5W3	GSE278688	GSE242230	Epithelial/Ductal	T/NK	6	False	Epithelial/Ductal	T/NK	False	0.54	0.88	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BDH2	UniProtKB:Q9BUT1	GSE263733	GSE278688	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.999	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BDH2	UniProtKB:Q9BUT1	GSE263733	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	1.0	0.707	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BDH2	UniProtKB:Q9BUT1	GSE278688	GSE242230	Fibroblast/CAF	Fibroblast/CAF	6	True	Fibroblast/CAF	Fibroblast/CAF	True	0.999	0.707	False	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST1	UniProtKB:O76090	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST1	UniProtKB:O76090	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST1	UniProtKB:O76090	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST2	UniProtKB:Q8NFU1	GSE263733	GSE278688	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST2	UniProtKB:Q8NFU1	GSE263733	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BEST2	UniProtKB:Q8NFU1	GSE278688	GSE242230	NOT_EVALUABLE	NOT_EVALUABLE	6	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NA	NA	NOT_EVALUABLE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BLVRA	UniProtKB:P53004	GSE263733	GSE278688	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BLVRA	UniProtKB:P53004	GSE263733	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
PDAC	BLVRA	UniProtKB:P53004	GSE278688	GSE242230	Myeloid	Myeloid	6	True	Myeloid	Myeloid	True	1.0	1.0	True	DONE	Descriptive label;clinical cross-study identity de-duplication remains unverified
