feature_name	gene	mapping_class	source_url	limitation	GSE263733	GSE278688	GSE242230	n_evaluable_cohorts	max_top_agreement	interpretation	evidence_scope
2-oleoylglycerol (2-monoolein)	LIPE	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q05469/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	B/Plasma	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	LIPE	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q05469/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	B/Plasma	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	LIPE	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q05469/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	B/Plasma	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	MOGAT3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q86VF5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	PNPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96AD5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Erythrocyte	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PNPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96AD5/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Erythrocyte	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-palmitoylglycerol (16:0)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PNPLA6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IY17/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	LIPC	CONDITIONAL	https://www.uniprot.org/uniprotkb/P11150/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Epithelial/Ductal	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	LIPC	CONDITIONAL	https://www.uniprot.org/uniprotkb/P11150/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Epithelial/Ductal	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	PLB1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P1J6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PLB1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P1J6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLB1	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6P1J6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	ABHD11	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8NFV4/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-oleoylglycerol (2-monoolein)	TMEM68	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96MH6/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
2-palmitoylglycerol (16:0)	PLA2G15	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q8NCC3/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G15	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NCC3/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
aspartylphenylalanine	CNDP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96KP4/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	CNDP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96KP4/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylvaline	CNDP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96KP4/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
pro-hydroxy-pro	CNDP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q96KP4/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
aspartylphenylalanine	DPEP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P16444/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Acinar	Fibroblast/CAF	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	DPEP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P16444/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Acinar	Fibroblast/CAF	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylvaline	DPEP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P16444/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Acinar	Fibroblast/CAF	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
pro-hydroxy-pro	DPEP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P16444/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Acinar	Fibroblast/CAF	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
aspartylphenylalanine	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylproline	SLC15A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P46059/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylproline	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylvaline	SLC15A1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P46059/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
aspartylphenylalanine	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylleucine	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylproline	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycylvaline	SLC15A2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q16348/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	B/Plasma	Epithelial/Ductal	B/Plasma	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
gamma-glutamyltyrosine	GGT1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P19440/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Myeloid	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
gamma-glutamyltyrosine	GGT5	CONDITIONAL	https://www.uniprot.org/uniprotkb/P36269/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Fibroblast/CAF	Fibroblast/CAF	Fibroblast/CAF	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
gamma-glutamyltyrosine	GGCT	CONDITIONAL	https://www.uniprot.org/uniprotkb/O75223/entry	Generic substrate-class or adjacent-context annotation; exact measured species specificity not established; not in primary family	Epithelial/Ductal	Epithelial/Ductal	Fibroblast/CAF	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	ABHD16B	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9H3Z7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	T/NK	NOT_EVALUABLE	2	1	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	ABHD2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P08910/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AKR1A1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P14550/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AKR1B1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P15121/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP10	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96PS8/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	Myeloid	T/NK	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP11	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8NBQ7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q92482/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	T/NK	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP7	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O14520/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Endothelial	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP9	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O43315/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	CES1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P23141/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Fibroblast/CAF	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	CES2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00748/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	ENPP6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Myeloid	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	ENPP6	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Fibroblast/CAF	Myeloid	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	ENPP6	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q6UWR7/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Fibroblast/CAF	Myeloid	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	EPHX1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P07099/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Endothelial	Fibroblast/CAF	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	FAAH	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00519/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	FAAH	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O00519/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
taurine	FAAH	CONDITIONAL	https://www.uniprot.org/uniprotkb/O00519/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	GK	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P32189/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	IMPA1	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P29218/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	IMPA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O14732/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Acinar	Epithelial/Ductal	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	LYPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95372/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	LYPLA2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/O95372/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PGP	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/A6NDG6/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	T/NK	T/NK	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PLA2G4A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P47712/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerophosphorylcholine (GPC)	PLA2G4A	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P47712/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PLD3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q8IV08/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Fibroblast/CAF	Myeloid	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PLD4	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q96BZ4/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Myeloid	Myeloid	Myeloid	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PNLIPRP2	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P54317/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PNPLA3	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/Q9NST1/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	PNPLA4	DIRECT_ANNOTATION	https://www.uniprot.org/uniprotkb/P41247/entry	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	DDHD2	CONDITIONAL	https://www.uniprot.org/uniprotkb/O94830/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	T/NK	Endothelial	Endothelial	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP1	CONDITIONAL	https://www.uniprot.org/uniprotkb/P29972/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Endothelial	Endothelial	Endothelial	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP2	CONDITIONAL	https://www.uniprot.org/uniprotkb/P41181/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Myeloid	Epithelial/Ductal	3	2	TWO_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	GK2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q14410/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	GDPD2	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q9HCC8/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	Epithelial/Ductal	Epithelial/Ductal	Epithelial/Ductal	3	3	THREE_COHORT_DESCRIPTIVE_CONCORDANCE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	GK3	CONDITIONAL	https://www.uniprot.org/uniprotkb/Q14409/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
glycerol	AQP7B	CONDITIONAL	https://www.uniprot.org/uniprotkb/A0A075B734/entry	Exact annotation lacks reaction-specific experimental evidence tag; inference-only candidate retained pending specificity review	NOT_EVALUABLE	NOT_EVALUABLE	NOT_EVALUABLE	0	0	COHORT_DEPENDENT_OR_NOT_EVALUABLE	Descriptive gene expression source;not metabolite production or exact-relation validation
