cancer	cohort	relation_id	metabolite_key	stable_gene_id	gene	relation_type	metabolite_role	reaction_id	reaction_text	organism	evidence_id	source_url	evidence_level	mapping_status	identity_status	compound_specificity	added_or_reused	mapping_version	reason	metabolite_name	in_original42_relation_pool	legacy_relation_id
PDAC	CAMP_PDAC_GSE62452	fe71867a57c0d97f	KEGG:C00021	UniProtKB:P51580	TPMT	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:12609;RHEA:56580	mercaptopurine + S-adenosyl-L-methionine = 6-methylthiopurine + S-adenosyl-L-homocysteine + H(+); 6-thioguanine + S-adenosyl-L-methionine = 6-methylthioguanine + S-adenosyl-L-homocysteine + H(+)	Homo sapiens	RHEA:12609;RHEA:56580	https://www.uniprot.org/uniprotkb/P51580/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	S-adenosylhomocysteine (SAH)	False	fe71867a57c0d97f
PDAC	CAMP_PDAC_GSE62452	f72a2f6ff7d3130e	KEGG:C00026	UniProtKB:Q8N5Z0	AADAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:12601;RHEA:14089;RHEA:65560	glycine + 2-oxoglutarate = glyoxylate + L-glutamate; L-kynurenine + 2-oxoglutarate = kynurenate + L-glutamate + H2O; L-2-aminoadipate + 2-oxoglutarate = 2-oxoadipate + L-glutamate	Homo sapiens	RHEA:14089;RHEA:65560;RHEA:12601	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f72a2f6ff7d3130e
PDAC	CAMP_PDAC_GSE62452	3b65c5b363143034	KEGG:C00026	UniProtKB:Q9UDR5	AASS	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19373	L-saccharopine + NADP(+) + H2O = L-lysine + 2-oxoglutarate + NADPH + H(+)	Homo sapiens	RHEA:19373	https://www.uniprot.org/uniprotkb/Q9UDR5/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3b65c5b363143034
PDAC	CAMP_PDAC_GSE62452	3d4d43494780d265	KEGG:C00026	UniProtKB:P80404	ABAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:23352	4-aminobutanoate + 2-oxoglutarate = succinate semialdehyde + L-glutamate; (S)-3-amino-2-methylpropanoate + 2-oxoglutarate = 2-methyl-3-oxopropanoate + L-glutamate	Homo sapiens	RHEA:23352;RHEA:13993	https://www.uniprot.org/uniprotkb/P80404/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3d4d43494780d265
PDAC	CAMP_PDAC_GSE62452	1371633759b6d3c7	KEGG:C00026	UniProtKB:Q8IWW8	ADHFE1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:23048;RHEA:24734	(S)-3-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + acetoacetate; 4-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + succinate semialdehyde	Homo sapiens	RHEA:23048;RHEA:24734	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	1371633759b6d3c7
PDAC	CAMP_PDAC_GSE62452	b0a4ee2ebcadcbdf	KEGG:C00026	UniProtKB:O75936	BBOX1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:24028	4-(trimethylamino)butanoate + 2-oxoglutarate + O2 = carnitine + succinate + CO2	Homo sapiens	RHEA:24028	https://www.uniprot.org/uniprotkb/O75936/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b0a4ee2ebcadcbdf
PDAC	CAMP_PDAC_GSE62452	f8edf148eb5bf92a	KEGG:C00026	UniProtKB:O15382	BCAT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:18321;RHEA:24801;RHEA:24813	L-leucine + 2-oxoglutarate = 4-methyl-2-oxopentanoate + L-glutamate; L-isoleucine + 2-oxoglutarate = (S)-3-methyl-2-oxopentanoate + L-glutamate; L-valine + 2-oxoglutarate = 3-methyl-2-oxobutanoate + L-glutamate	Homo sapiens	RHEA:18321;RHEA:24801;RHEA:24813	https://www.uniprot.org/uniprotkb/O15382/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	f8edf148eb5bf92a
PDAC	CAMP_PDAC_GSE62452	d47b19ddb32a7de1	KEGG:C00026	UniProtKB:Q9NZ45	CISD1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:17441	L-cysteine + 2-oxoglutarate = 2-oxo-3-sulfanylpropanoate + L-glutamate	Homo sapiens	RHEA:17441	https://www.uniprot.org/uniprotkb/Q9NZ45/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	d47b19ddb32a7de1
PDAC	CAMP_PDAC_GSE62452	70eda58273058959	KEGG:C00026	UniProtKB:Q8N465	D2HGDH	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:38295	(R)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	Homo sapiens	RHEA:38295	https://www.uniprot.org/uniprotkb/Q8N465/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	70eda58273058959
PDAC	CAMP_PDAC_GSE62452	6aa229fb3605a4aa	KEGG:C00026	UniProtKB:Q99489	DDO	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:10028	D-glutamate + O2 + H2O = 2-oxoglutarate + H2O2 + NH4(+)	Homo sapiens	RHEA:10028	https://www.uniprot.org/uniprotkb/Q99489/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	6aa229fb3605a4aa
PDAC	CAMP_PDAC_GSE62452	091b1e1447ba3a92	KEGG:C00026	UniProtKB:P00367	GLUD1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:11612;RHEA:15133	L-glutamate + NAD(+) + H2O = 2-oxoglutarate + NH4(+) + NADH + H(+); L-glutamate + NADP(+) + H2O = 2-oxoglutarate + NH4(+) + NADPH + H(+)	Homo sapiens	RHEA:15133;RHEA:11612	https://www.uniprot.org/uniprotkb/P00367/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	091b1e1447ba3a92
PDAC	CAMP_PDAC_GSE62452	a0a5a2d4411b47c6	KEGG:C00026	UniProtKB:P49448	GLUD2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:11612	L-glutamate + NAD(+) + H2O = 2-oxoglutarate + NH4(+) + NADH + H(+); L-glutamate + NADP(+) + H2O = 2-oxoglutarate + NH4(+) + NADPH + H(+)	Homo sapiens	RHEA:15133;RHEA:11612	https://www.uniprot.org/uniprotkb/P49448/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	a0a5a2d4411b47c6
PDAC	CAMP_PDAC_GSE62452	c82d18e45b4c8c49	KEGG:C00026	UniProtKB:P17174	GOT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824;RHEA:70223	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate; L-cysteine + 2-oxoglutarate = 2-oxo-3-sulfanylpropanoate + L-glutamate; (2S)-2-aminobutanoate + 2-oxoglutarate = 2-oxobutanoate + L-glutamate; 3-sulfino-L-alanine + 2-oxoglutarate = 3-sulfinopyruvate + L-glutamate	Homo sapiens	RHEA:21824;RHEA:17441;RHEA:70223;RHEA:70295	https://www.uniprot.org/uniprotkb/P17174/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	c82d18e45b4c8c49
PDAC	CAMP_PDAC_GSE62452	9589226f22a2db84	KEGG:C00026	UniProtKB:Q8NHS2	GOT1L1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate	Homo sapiens	RHEA:21824	https://www.uniprot.org/uniprotkb/Q8NHS2/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	9589226f22a2db84
PDAC	CAMP_PDAC_GSE62452	e4e7497b87a1a8d7	KEGG:C00026	UniProtKB:P00505	GOT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:21824	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate; L-kynurenine + 2-oxoglutarate = kynurenate + L-glutamate + H2O	Homo sapiens	RHEA:21824;RHEA:65560	https://www.uniprot.org/uniprotkb/P00505/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	e4e7497b87a1a8d7
PDAC	CAMP_PDAC_GSE62452	b9df3a1ca6d3934f	KEGG:C00026	UniProtKB:P24298	GPT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19453	L-alanine + 2-oxoglutarate = pyruvate + L-glutamate	Homo sapiens	RHEA:19453	https://www.uniprot.org/uniprotkb/P24298/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b9df3a1ca6d3934f
PDAC	CAMP_PDAC_GSE62452	cd6d339003f57a0a	KEGG:C00026	UniProtKB:Q8TD30	GPT2	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:19453	L-alanine + 2-oxoglutarate = pyruvate + L-glutamate	Homo sapiens	RHEA:19453	https://www.uniprot.org/uniprotkb/Q8TD30/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	cd6d339003f57a0a
PDAC	CAMP_PDAC_GSE62452	803e1de2119cc4f5	KEGG:C00026	UniProtKB:O75874	IDH1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19629	D-threo-isocitrate + NADP(+) = 2-oxoglutarate + CO2 + NADPH	Homo sapiens	RHEA:19629	https://www.uniprot.org/uniprotkb/O75874/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	803e1de2119cc4f5
PDAC	CAMP_PDAC_GSE62452	98e2b2ca44d05531	KEGG:C00026	UniProtKB:P48735	IDH2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:19629	D-threo-isocitrate + NADP(+) = 2-oxoglutarate + CO2 + NADPH	Homo sapiens	RHEA:19629	https://www.uniprot.org/uniprotkb/P48735/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	98e2b2ca44d05531
PDAC	CAMP_PDAC_GSE62452	448b258499ec8aa1	KEGG:C00026	UniProtKB:P50213	IDH3A	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:23632	D-threo-isocitrate + NAD(+) = 2-oxoglutarate + CO2 + NADH	Homo sapiens	RHEA:23632	https://www.uniprot.org/uniprotkb/P50213/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	448b258499ec8aa1
PDAC	CAMP_PDAC_GSE62452	eebe6d926bb065ac	KEGG:C00026	UniProtKB:Q16773	KYAT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:65560	L-kynurenine + 2-oxoglutarate = kynurenate + L-glutamate + H2O	Homo sapiens	RHEA:65560	https://www.uniprot.org/uniprotkb/Q16773/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	eebe6d926bb065ac
PDAC	CAMP_PDAC_GSE62452	8160d22a1c43e7bc	KEGG:C00026	UniProtKB:Q9H9P8	L2HGDH	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:21252	(S)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2	Homo sapiens	RHEA:21252	https://www.uniprot.org/uniprotkb/Q9H9P8/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	8160d22a1c43e7bc
PDAC	CAMP_PDAC_GSE62452	2bbcb44d8301cb01	KEGG:C00026	UniProtKB:P40925	MDH1	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:57172	(S)-2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + NADH + H(+)	Homo sapiens	RHEA:57172	https://www.uniprot.org/uniprotkb/P40925/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	2bbcb44d8301cb01
PDAC	CAMP_PDAC_GSE62452	9ccf3b6722bfc9a1	KEGG:C00026	UniProtKB:Q9NQR4	NIT2	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:32963	2-oxoglutaramate + H2O = 2-oxoglutarate + NH4(+)	Homo sapiens	RHEA:32963	https://www.uniprot.org/uniprotkb/Q9NQR4/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	9ccf3b6722bfc9a1
PDAC	CAMP_PDAC_GSE62452	e702ffb32031b93c	KEGG:C00026	UniProtKB:P04181	OAT	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:25160	L-ornithine + 2-oxoglutarate = L-glutamate 5-semialdehyde + L-glutamate	Homo sapiens	RHEA:25160	https://www.uniprot.org/uniprotkb/P04181/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	e702ffb32031b93c
PDAC	CAMP_PDAC_GSE62452	9327af5cd1f32892	KEGG:C00026	UniProtKB:O43175	PHGDH	DIRECT_REACTION	WRITTEN_RIGHT_PRODUCT	RHEA:49612	(R)-2-hydroxyglutarate + NAD(+) = 2-oxoglutarate + NADH + H(+)	Homo sapiens	RHEA:49612	https://www.uniprot.org/uniprotkb/O43175/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	9327af5cd1f32892
PDAC	CAMP_PDAC_GSE62452	b92a6c1d5b3db947	KEGG:C00026	UniProtKB:O14832	PHYH	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:16065;RHEA:44000;RHEA:54596;RHEA:54600;RHEA:54604;RHEA:54612;RHEA:54616;RHEA:54620;RHEA:54624;RHEA:54628;RHEA:54632;RHEA:55172;RHEA:55176;RHEA:55180;RHEA:55184;RHEA:55192	phytanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyphytanoyl-CoA + succinate + CO2; 3-methylhexadecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxy-3-methylhexadecanoyl-CoA + succinate + CO2; hexadecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyhexadecanoyl-CoA + succinate + CO2; octanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyoctanoyl-CoA + succinate + CO2; decanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxydecanoyl-CoA + succinate + CO2; 3-methylbutanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxy-3-methylbutanoyl-CoA + succinate + CO2; heptadecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyheptadecanoyl-CoA + succinate + CO2; eicosanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyeicosanoyl-CoA + succinate + CO2; octadecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyoctadecanoyl-CoA + succinate + CO2; dodecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxydodecanoyl-CoA + succinate + CO2; tetradecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxytetradecanoyl-CoA + succinate + CO2; hexanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxyhexanoyl-CoA + succinate + CO2; butanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxybutanoyl-CoA + succinate + CO2; 3-methylnonanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxy-3-methylnonanoyl-CoA + succinate + CO2; 3-methylundecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxy-3-methylundecanoyl-CoA + succinate + CO2; 3-methyldodecanoyl-CoA + 2-oxoglutarate + O2 = 2-hydroxy-3-methyldodecanoyl-CoA + succinate + CO2	Homo sapiens	RHEA:16065;RHEA:44000;RHEA:54596;RHEA:54600;RHEA:54604;RHEA:54612;RHEA:54616;RHEA:54620;RHEA:54624;RHEA:54628;RHEA:54632;RHEA:55172;RHEA:55176;RHEA:55180;RHEA:55184;RHEA:55192	https://www.uniprot.org/uniprotkb/O14832/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b92a6c1d5b3db947
PDAC	CAMP_PDAC_GSE62452	3bfea331adfcc725	KEGG:C00026	UniProtKB:Q9Y617	PSAT1	DIRECT_REACTION	WRITTEN_LEFT_SUBSTRATE	RHEA:14329	O-phospho-L-serine + 2-oxoglutarate = 3-phosphooxypyruvate + L-glutamate	Homo sapiens	RHEA:14329	https://www.uniprot.org/uniprotkb/Q9Y617/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	3bfea331adfcc725
PDAC	CAMP_PDAC_GSE62452	b7c8692ec630427b	KEGG:C00026	UniProtKB:Q13183	SLC13A2	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71939	2-oxoglutarate(out) + 3 Na(+)(out) = 2-oxoglutarate(in) + 3 Na(+)(in)	Homo sapiens	RHEA:71939	https://www.uniprot.org/uniprotkb/Q13183/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	b7c8692ec630427b
PDAC	CAMP_PDAC_GSE62452	bdaf775bd9266f26	KEGG:C00026	UniProtKB:Q8WWT9	SLC13A3	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71939	2-oxoglutarate(out) + 3 Na(+)(out) = 2-oxoglutarate(in) + 3 Na(+)(in)	Homo sapiens	RHEA:71939	https://www.uniprot.org/uniprotkb/Q8WWT9/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	bdaf775bd9266f26
PDAC	CAMP_PDAC_GSE62452	0a955ad48f87d8c0	KEGG:C00026	UniProtKB:Q9Y694	SLC22A7	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:76231	2-oxoglutarate(in) = 2-oxoglutarate(out)	Homo sapiens	RHEA:76231	https://www.uniprot.org/uniprotkb/Q9Y694/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	0a955ad48f87d8c0
PDAC	CAMP_PDAC_GSE62452	d58ea9d25dc41ad4	KEGG:C00026	UniProtKB:Q8TCC7	SLC22A8	DIRECT_TRANSPORT	WRITTEN_LEFT_SUBSTRATE;WRITTEN_RIGHT_PRODUCT	RHEA:71751;RHEA:72399;RHEA:72403	estrone 3-sulfate(in) + 2-oxoglutarate(out) = estrone 3-sulfate(out) + 2-oxoglutarate(in); glutarate(in) + 2-oxoglutarate(out) = glutarate(out) + 2-oxoglutarate(in); urate(in) + 2-oxoglutarate(out) = urate(out) + 2-oxoglutarate(in); prostaglandin F2alpha(out) + 2-oxoglutarate(in) = prostaglandin F2alpha(in) + 2-oxoglutarate(out); (R)-carnitine(out) + 2-oxoglutarate(in) = (R)-carnitine(in) + 2-oxoglutarate(out); prostaglandin E2(out) + 2-oxoglutarate(in) = prostaglandin E2(in) + 2-oxoglutarate(out); taurocholate(out) + 2-oxoglutarate(in) = taurocholate(in) + 2-oxoglutarate(out); dehydroepiandrosterone 3-sulfate(out) + 2-oxoglutarate(in) = dehydroepiandrosterone 3-sulfate(in) + 2-oxoglutarate(out)	Homo sapiens	RHEA:72399;RHEA:71751;RHEA:72403;RHEA:72507;RHEA:72511;RHEA:72499;RHEA:72547;RHEA:72543	https://www.uniprot.org/uniprotkb/Q8TCC7/entry	HUMAN_EXPERIMENTAL_ANNOTATION	DIRECT	ANNOTATION_COMPATIBLE	Inherited author chemical identity; name/ID-compatible database mapping, stereochemistry not experimentally revalidated	REUSED_PAIRED51_V2	PDAC_paired51_mapping_v2	Exact human experimental annotation; source chemistry inherited	alpha-ketoglutarate	False	d58ea9d25dc41ad4
