cancer	cohort	stable_gene_id	gene	measured_feature_id	mapping_policy	mapping_version	status	reason	source_id
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H7F0	ATP13A3	ATP13A3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q4VNC1	ATP13A4	ATP13A4	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6P4H8	ATPSCKMT	ATPSCKMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6E213	AWAT2	AWAT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14032	BAAT	BAAT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O75936	BBOX1	BBOX1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P54687	BCAT1	BCAT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O15382	BCAT2	BCAT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q7Z5W3	BCDIN3D	BCDIN3D	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9BUT1	BDH2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O76090	BEST1	BEST1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8NFU1	BEST2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P53004	BLVRA	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P30043	BLVRB	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q10588	BST1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O43709	BUD23	BUD23	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P27708	CAD	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q7Z624	CAMKMT	CAMKMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q86X55	CARM1	CARM1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N4J0	CARNMT1	CARNMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:A5YM72	CARNS1	CARNS1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P28907	CD38	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P32320	CDA	CDA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96SZ6	CDK5RAP1	CDK5RAP1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q5VV42	CDKAL1	CDKAL1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P19835	CEL	CEL	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P23141	CES1	CES1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O00748	CES2	CES2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NZ45	CISD1	CISD1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N0X4	CLYBL	CLYBL	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P30085	CMPK1	CMPK1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q5EBM0	CMPK2	CMPK2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N1G2	CMTR1	CMTR1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8IYT2	CMTR2	CMTR2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96KN2	CNDP1	CNDP1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96KP4	CNDP2	CNDP2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P21964	COMT	COMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NZJ6	COQ3	COQ3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q5HYK3	COQ5	COQ5	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q99807	COQ7	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P43155	CRAT	CRAT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y2S2	CRYL1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q14894	CRYM	CRYM	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O75390	CS	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y600	CSAD	CSAD	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:A8MUP2	CSKMT	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	NOT_EVALUABLE	MISSING_OR_AMBIGUOUS	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P32929	CTH	CTH	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P17812	CTPS1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NRF8	CTPS2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P00387	CYB5R3	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P05181	CYP2E1	CYP2E1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q02928	CYP4A11	CYP4A11	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P13584	CYP4B1	CYP4B1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9HBI6	CYP4F11	CYP4F11	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6ZWL3	CYP4V2	CYP4V2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q86W10	CYP4Z1	CYP4Z1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N465	D2HGDH	D2HGDH	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y4D2	DAGLA	DAGLA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8NCG7	DAGLB	DAGLB	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P14920	DAO	DAO	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P27707	DCK	DCK	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H993	DCPH1	ARMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	UNIQUE_REVIEWED_ALIAS	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P32321	DCTD	DCTD	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H773	DCTPP1	DCTPP1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O94830	DDHD2	DDHD2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q99489	DDO	DDO	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O75907	DGAT1	DGAT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96PD7	DGAT2	DGAT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6ZPD8	DGAT2L6	DGAT2L6	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P23743	DGKA	DGKA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y6T7	DGKB	DGKB	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q16854	DGUOK	DGUOK	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9BPW9	DHRS9	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8N5I4	DHRSX	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9UNQ2	DIMT1	DIMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P09622	DLD	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P26358	DNMT1	DNMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9Y6K1	DNMT3A	DNMT3A	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9UBC3	DNMT3B	DNMT3B	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8TEK3	DOT1L	DOT1L	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P16444	DPEP1	DPEP1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H2P9	DPH5	DPH5	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q12882	DPYD	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NRD9	DUOX1	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9NRD8	DUOX2	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q6P1R4	DUS1L	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:O77932	DXO	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q8WVE0	EEF1AKMT1	EEF1AKMT1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q5JPI9	EEF1AKMT2	EEF1AKMT2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96AZ1	EEF1AKMT3	EEF1AKMT3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:P0DPD7	EEF1AKMT4	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	NOT_EVALUABLE	MISSING_OR_AMBIGUOUS	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96G04	EEF2KMT	EEF2KMT	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9GZT9	EGLN1	EGLN1	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q96KS0	EGLN2	EGLN2	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q9H6Z9	EGLN3	EGLN3	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	DONE	EXACT_CANONICAL	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
PDAC	CAMP_PDAC_GSE62452	UniProtKB:Q08426	EHHADH	NA	Historical exact canonical or unique reviewed alias;not freshly re-executed	PDAC_CAMP_source_SOP_v3	ACCESS_BLOCKED	Additional history-union gene needs server matrix labels	results/PDAC/03_PATIENT/20260922T053500Z_internal_paired51_v2
