cancer	cohort	feature_id	metabolite_key	metabolite_name	gene	stable_gene_id	uniprot_accession	mapping_status	relationship_type	reaction	role	source_url	source_evidence	reason	reused_library	original_evidence_id
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ABHD6	ENSG00000163686	Q9BV23	DIRECT_ACCEPTED	enzyme	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q9BV23/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0236
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ACSL1	ENSG00000151726	P33121	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/P33121/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P18163""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0237
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ACSL3	ENSG00000123983	O95573	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/O95573/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0238
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ACSL4	ENSG00000068366	O60488	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/O60488/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21242590""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""31061331""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0239
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ACSL5	ENSG00000197142	Q9ULC5	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/Q9ULC5/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""O88813""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0242
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ACSL6	ENSG00000164398	Q9UKU0	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + ATP + CoA = (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/Q9UKU0/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P33124""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0243
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 = (12S)-hydroperoxy-(5Z,8Z,10E,14Z)-eicosatetraenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1944593""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0244
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 = (15S)-hydroperoxy-(5Z,8Z,11Z,13E)-eicosatetraenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17052953""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1944593""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24282679""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8334154""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0245
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + 2 O2 = (14R,15S)-dihydroperoxy-(5Z,8Z,10E,12E)-eicosatetraenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8334154""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0246
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoate + 2 O2 = (8S,15S)-dihydroperoxy-(5Z,9E,11Z,13E)-eicosatetraenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8334154""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0247
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	MGLL	ENSG00000074416	Q99685	DIRECT_ACCEPTED	enzyme	2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q99685/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19029917""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20079333""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21049984""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0248
ccRCC	ccRCC4	ccRCC4_FEATURE:5d26200852e00d88	KEGG:C00219	arachidonate (20:4n6)	MGLL	ENSG00000074416	Q99685	DIRECT_ACCEPTED	enzyme	1-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-glycerol + H2O = glycerol + (5Z,8Z,11Z,14Z)-eicosatetraenoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q99685/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0249
ccRCC	ccRCC4	ccRCC4_FEATURE:5f435300ab9248a6	KEGG:C01762	xanthosine	NT5C2	ENSG00000076685	P49902	DIRECT_ACCEPTED	enzyme	XMP + H2O = xanthosine + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P49902/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""D3ZMY7""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0305
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	a myo-inositol phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""1377913""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8068620""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8718889""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9462881""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:24056
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 1-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8718889""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9462881""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:27670
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 2-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44152
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 3-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9462881""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:30739
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 4-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:30735
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 5-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44156
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA1	ENSG00000133731	P29218	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 6-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P29218/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44160
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	a myo-inositol phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:24056
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 1-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:27670
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 2-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44152
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 3-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:30739
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 4-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:30735
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 5-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44156
ccRCC	ccRCC4	ccRCC4_FEATURE:69e28adb52547c66	KEGG:C00137	myo-inositol	IMPA2	ENSG00000141401	O14732	DIRECT_ACCEPTED	enzyme	1D-myo-inositol 6-phosphate + H2O = myo-inositol + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/O14732/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17068342""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:44160
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AFMID	ENSG00000183077	Q63HM1	DIRECT_ACCEPTED	酶	N-甲酰犬尿氨酸水解生成犬尿氨酸。	生成产物	https://enzyme.expasy.org/EC/3.5.1.9 ; https://www.uniprot.org/uniprotkb/Q63HM1/entry	Legacy curated tier A	IDO1/TDO2作用于上游色氨酸，不能在一步直接关系表中替代AFMID。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0115
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KMO	ENSG00000117009	O15229	DIRECT_ACCEPTED	酶	犬尿氨酸羟化生成3-羟基犬尿氨酸。	转化底物	https://enzyme.expasy.org/EC/1.14.13.9 ; https://www.uniprot.org/uniprotkb/O15229/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0116
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KYNU	ENSG00000115919	Q16719	DIRECT_ACCEPTED	酶	犬尿氨酸水解生成邻氨基苯甲酸和丙氨酸。	转化底物	https://enzyme.expasy.org/EC/3.7.1.3 ; https://www.uniprot.org/uniprotkb/Q16719/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0117
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AFMID	ENSG00000183077	Q63HM1	DIRECT_ACCEPTED	direct_generation	N-formyl-L-kynurenine hydrolysis yields L-kynurenine		https://www.uniprot.org/uniprotkb/Q63HM1/entry	human_reviewed_UniRule_inference	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	KMO	ENSG00000117009	O15229	DIRECT_ACCEPTED	direct_consumption	L-kynurenine hydroxylation to 3-hydroxy-L-kynurenine		https://www.uniprot.org/uniprotkb/O15229/entry	human_experimental_function	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC4	ccRCC4_FEATURE:831c37a1c015dff1	KEGG:C00328	kynurenine	AADAT	HGNC:17929	Q8N5Z0	DIRECT_ACCEPTED	direct_consumption	kynurenine transamination; broad substrate specificity		https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	human_experimental_in_vitro_substrate	one-to-one frozen eligible key AND exact normalized canonical source annotation; mixtures/conflicts rejected; stereochemistry not experimentally revalidated	ccRCC_locked_20260910	
ccRCC	ccRCC4	ccRCC4_FEATURE:8a93f353e4c326a0	KEGG:C00257	gluconate	IDNK	ENSG00000148057	Q5T6J7	DIRECT_ACCEPTED	酶	D-葡糖酸在ATP参与下磷酸化为6-磷酸葡糖酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.12 ; https://www.uniprot.org/uniprotkb/Q5T6J7/entry	Legacy curated tier A	人GNTK/IDNK对应Q5T6J7；仅为直接反应关系，不代表其在乳腺组织中表达或有通量。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0092
ccRCC	ccRCC4	ccRCC4_FEATURE:a4d3a53ff61b236b	KEGG:C02067	pseudouridine	PUDP	ENSG00000130021	Q08623	DIRECT_ACCEPTED	enzyme	psi-UMP + H2O = pseudouridine + phosphate	direct_generation	https://www.uniprot.org/uniprotkb/Q08623/entry	PubMed:20722631	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0163
ccRCC	ccRCC4	ccRCC4_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK1	ENSG00000152782	Q8TE04	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q8TE04/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0140
ccRCC	ccRCC4	ccRCC4_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK2	ENSG00000125779	Q9BZ23	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q9BZ23/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0141
ccRCC	ccRCC4	ccRCC4_FEATURE:018036c623a9c65d	KEGG:C00864	pantothenate	PANK3	ENSG00000120137	Q9H999	DIRECT_ACCEPTED	酶	泛酸磷酸化生成4-磷酸泛酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.33 ; https://www.uniprot.org/uniprotkb/Q9H999/entry	Legacy curated tier A	不把缺少相同激酶活性的PANK4自动纳入。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0142
ccRCC	ccRCC4	ccRCC4_FEATURE:21705b2bca753164	KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	FOLH1	ENSG00000086205	Q04609	DIRECT_ACCEPTED	酶	NAAG或γ-Glu-Glu等底物的水解释放末端谷氨酸。	水解底物	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	Legacy curated tier A	人源直接反应候选；乳腺组织是否有相应活性尚未测定。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0162
ccRCC	ccRCC4	ccRCC4_FEATURE:cd0db0762aefebab	KEGG:C00319	sphingosine	SPHK1	ENSG00000176170	Q9NYA1	DIRECT_ACCEPTED	酶	鞘氨醇磷酸化生成鞘氨醇1-磷酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NYA1/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0111
ccRCC	ccRCC4	ccRCC4_FEATURE:cd0db0762aefebab	KEGG:C00319	sphingosine	SPHK2	ENSG00000063176	Q9NRA0	DIRECT_ACCEPTED	酶	鞘氨醇磷酸化生成鞘氨醇1-磷酸。	转化底物	https://enzyme.expasy.org/EC/2.7.1.91 ; https://www.uniprot.org/uniprotkb/Q9NRA0/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0112
ccRCC	ccRCC4	ccRCC4_FEATURE:d11a2e5ffb2b2041	KEGG:C00791	creatinine	SLC22A2	ENSG00000112499	O15244	DIRECT_ACCEPTED	transporter	creatinine(in) = creatinine(out)	transport	https://www.uniprot.org/uniprotkb/O15244/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15212162""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17072098""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0190
ccRCC	ccRCC4	ccRCC4_FEATURE:d11a2e5ffb2b2041	KEGG:C00791	creatinine	SLC47A1	ENSG00000142494	Q96FL8	DIRECT_ACCEPTED	transporter	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	transport	https://www.uniprot.org/uniprotkb/Q96FL8/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17509534""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0191
ccRCC	ccRCC4	ccRCC4_FEATURE:d11a2e5ffb2b2041	KEGG:C00791	creatinine	SLC47A2	ENSG00000180638	Q86VL8	DIRECT_ACCEPTED	transporter	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)	transport	https://www.uniprot.org/uniprotkb/Q86VL8/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17509534""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0192
ccRCC	ccRCC4	ccRCC4_FEATURE:f810347fe6fe179c	HMDB:HMDB05765	ophthalmate	GSS	ENSG00000100983	P48637	DIRECT_ACCEPTED	enzyme	gamma-L-glutamyl-(2S)-2-aminobutanoate + glycine + ATP = ophthalmate + ADP + phosphate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/P48637/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P51855""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:72075
ccRCC	ccRCC4	ccRCC4_FEATURE:812ac62724d25cb3	KEGG:C17337	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	AKR1D1		P51857	CONDITIONAL	enzyme	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。	candidate_consumption	https://www.endocrine-abstracts.org/ea/0086/ea0086oc5.2	Original study online text reviewed; not a BRCA functional claim	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。	BRCA_mapping190_v2	M190E0353
