cancer	cohort	stage_id	run_id	analysis_version	feature_id	metabolite_key	metabolite_name	gene	uniprot_accession	relationship_type	role	reaction	mapping_status	source_url	source_evidence	provenance	original_evidence_id	source_commit	reason
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:21705b2bca753164	KEGG:C12270	N-acetyl-aspartyl-glutamate (NAAG)	FOLH1	Q04609	酶	水解底物	NAAG或γ-Glu-Glu等底物的水解释放末端谷氨酸。	DIRECT_ACCEPTED	https://enzyme.expasy.org/EC/3.4.17.21 ; https://www.uniprot.org/uniprotkb/Q04609/entry	Legacy curated tier A	BRCA reviewed human biochemistry reused; not BRCA statistical evidence	M190E0162	f18a215dc8a269e4f16c55011633d557f069f631	人源直接反应候选；乳腺组织是否有相应活性尚未测定。 旧关系按既有审定复用，本轮未逐篇重审。
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5915046179dc9108	KEGG:C00491	cystine	CTNS	O60931	转运体	直接运输底物	人cystinosin参与胱氨酸转运。	DIRECT_ACCEPTED	https://www.kegg.jp/entry/hsa:1497 ; https://www.uniprot.org/uniprotkb/O60931/entry	Legacy curated tier A	BRCA reviewed human biochemistry reused; not BRCA statistical evidence	M190E0132	f18a215dc8a269e4f16c55011633d557f069f631	细胞器转运，不等于将胱氨酸排出整个细胞。 旧关系按既有审定复用，本轮未逐篇重审。
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:5915046179dc9108	KEGG:C00491	cystine	SLC7A11	Q9UPY5	转运体	直接交换底物	人xCT介导胱氨酸/谷氨酸交换。	DIRECT_ACCEPTED	https://rest.uniprot.org/uniprotkb/Q9UPY5.txt ; https://www.uniprot.org/uniprotkb/Q9UPY5/entry	Legacy curated tier A	BRCA reviewed human biochemistry reused; not BRCA statistical evidence	M190E0133	f18a215dc8a269e4f16c55011633d557f069f631	SLC3A2为共享辅助重链；未把它作为胱氨酸专属直接运输亚基收录。 旧关系按既有审定复用，本轮未逐篇重审。
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:812ac62724d25cb3	KEGG:C17337	7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)	AKR1D1	P51857	enzyme	candidate_consumption	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。	CONDITIONAL	https://www.endocrine-abstracts.org/ea/0086/ea0086oc5.2	Original study online text reviewed; not a BRCA functional claim	BRCA reviewed human biochemistry reused; not BRCA statistical evidence	M190E0353	f18a215dc8a269e4f16c55011633d557f069f631	作者会议摘要报告新底物；尚未核对完整酶学数据及精确异构体，保留为条件性。
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	substrate_as_written	glycine + 2-oxoglutarate = glyoxylate + L-glutamate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14089	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	L-kynurenine + glyoxylate = kynurenate + glycine + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:65896	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	3-hydroxy-L-kynurenine + glyoxylate = xanthurenate + glycine + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:65900	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:b1e19189fde23790	KEGG:C00097	cysteine	AADAT	Q8N5Z0	enzyme	product_as_written	2-oxo-3-sulfanylpropanoate + L-kynurenine = kynurenate + L-cysteine + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69104	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:be1d77b1eddbacca	KEGG:C00956	2-aminoadipate	AADAT	Q8N5Z0	enzyme	substrate_as_written	L-2-aminoadipate + 2-oxoglutarate = 2-oxoadipate + L-glutamate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12126930""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:12601	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	glyoxylate + L-methionine = 4-methylsulfanyl-2-oxobutanoate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:22884	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:be1d77b1eddbacca	KEGG:C00956	2-aminoadipate	AADAT	Q8N5Z0	enzyme	substrate_as_written	L-2-aminoadipate + glyoxylate = 2-oxoadipate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69112	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	L-2-aminoadipate + glyoxylate = 2-oxoadipate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69112	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	L-tyrosine + glyoxylate = 3-(4-hydroxyphenyl)pyruvate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69116	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	glyoxylate + L-phenylalanine = 3-phenylpyruvate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69120	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	L-tryptophan + glyoxylate = indole-3-pyruvate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69124	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:c9720c72406a9789	KEGG:C00037	glycine	AADAT	Q8N5Z0	enzyme	product_as_written	L-leucine + glyoxylate = 4-methyl-2-oxopentanoate + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18620547""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:69128	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:be1d77b1eddbacca	KEGG:C00956	2-aminoadipate	AADAT	Q8N5Z0	enzyme	product_as_written	2-oxoadipate + L-kynurenine = L-2-aminoadipate + kynurenate + H2O	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N5Z0/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q64602""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:70047	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:4573a96b642175bd	HMDB:HMDB61694	1-oleoyl-GPS (18:1)	ABHD12	Q8N2K0	enzyme	substrate_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine + H2O = sn-glycero-3-phospho-L-serine + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25290914""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33571455""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:40499	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:554d1b3f35b2854b	KEGG:C01233	glycerophosphoethanolamine	ABHD12	Q8N2K0	enzyme	product_as_written	1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + H2O = sn-glycero-3-phosphoethanolamine + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q99LR1""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:40895	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	ABHD12	Q8N2K0	enzyme	substrate_as_written	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:38487	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	ABHD6	Q9BV23	enzyme	substrate_as_written	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9BV23/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:38487	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:2f7803a1556e67dc	KEGG:C00294	inosine	ADA	P00813	enzyme	product_as_written	adenosine + H2O + H(+) = inosine + NH4(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P00813/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16670267""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23193172""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26166670""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8452534""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9361033""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24408	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	ADA	P00813	enzyme	substrate_as_written	adenosine + H2O + H(+) = inosine + NH4(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P00813/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16670267""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""23193172""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""26166670""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8452534""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""9361033""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24408	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:2f7803a1556e67dc	KEGG:C00294	inosine	ADA2	Q9NZK5	enzyme	product_as_written	adenosine + H2O + H(+) = inosine + NH4(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9NZK5/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15926889""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20453107""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24408	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	ADA2	Q9NZK5	enzyme	substrate_as_written	adenosine + H2O + H(+) = inosine + NH4(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q9NZK5/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15926889""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20453107""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24408	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:e168add6a0b25bd8	KEGG:C00989	4-hydroxybutyrate (GHB)	ADHFE1	Q8IWW8	enzyme	substrate_as_written	4-hydroxybutanoate + 2-oxoglutarate = (R)-2-hydroxyglutarate + succinate semialdehyde	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q8IWW8/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""16435184""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24734	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6c329836b48df383	KEGG:C00301	adenosine 5'diphosphoribose	ADPRH	P54922	enzyme	product_as_written	N(omega)-(ADP-D-ribosyl)-L-arginyl-[protein] + H2O = ADP-D-ribose + L-arginyl-[protein]	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P54922/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30472116""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:14885;RHEA-COMP:10532;RHEA-COMP:15087	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6c329836b48df383	KEGG:C00301	adenosine 5'diphosphoribose	ADPRH	P54922	enzyme	product_as_written	alpha-NAD(+) + H2O = ADP-D-ribose + nicotinamide + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P54922/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""31599159""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:68792	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:68613d5bad3e3099	KEGG:C00212	adenosine	AHCY	P23526	enzyme	product_as_written	S-adenosyl-L-homocysteine + H2O = L-homocysteine + adenosine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P23526/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10933798""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:21708	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:e168add6a0b25bd8	KEGG:C00989	4-hydroxybutyrate (GHB)	AKR7A2	O43488	enzyme	substrate_as_written	4-hydroxybutanoate + NADP(+) = succinate semialdehyde + NADPH + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O43488/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""10510318""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:26381	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:ed8fb7b3c625e273	KEGG:C00147	adenine	APRT	P07741	enzyme	product_as_written	AMP + diphosphate = 5-phospho-alpha-D-ribose 1-diphosphate + adenine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P07741/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""15196008""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:16609	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:8dcedd5e178723a5	KEGG:C00183	valine	BCAT1	P54687	enzyme	substrate_as_written	L-valine + 2-oxoglutarate = 3-methyl-2-oxobutanoate + L-glutamate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P54687/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P54690""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24813	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:8dcedd5e178723a5	KEGG:C00183	valine	BCAT2	O15382	enzyme	substrate_as_written	L-valine + 2-oxoglutarate = 3-methyl-2-oxobutanoate + L-glutamate	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/O15382/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8702755""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:24813	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:b1e19189fde23790	KEGG:C00097	cysteine	CDO1	Q16878	enzyme	substrate_as_written	L-cysteine + O2 = 3-sulfino-L-alanine + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q16878/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""17135237""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:20441	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	CKB	P12277	enzyme	product_as_written	creatine + ATP = N-phosphocreatine + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P12277/entry	"[{""evidenceCode"": ""ECO:0000255"", ""source"": ""PROSITE-ProRule"", ""id"": ""PRU10029""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""8186255""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:17157	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:6143f6080f1ad39b	KEGG:C00008	adenosine 5'-diphosphate (ADP)	CKM	P06732	enzyme	product_as_written	creatine + ATP = N-phosphocreatine + ADP + H(+)	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/P06732/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""P00563""}, {""evidenceCode"": ""ECO:0000255"", ""source"": ""PROSITE-ProRule"", ""id"": ""PRU10029""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:17157	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:1e2126a6049b11ab	KEGG:C00188	threonine	CNDP2	Q96KP4	enzyme	product_as_written	L-threonyl-L-threonine + H2O = 2 L-threonine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q96KP4/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q9D1A2""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:67360	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:1e2126a6049b11ab	KEGG:C00188	threonine	CNDP2	Q96KP4	enzyme	product_as_written	L-threonyl-L-serine + H2O = L-threonine + L-serine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q96KP4/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q9D1A2""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:67364	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:1e2126a6049b11ab	KEGG:C00188	threonine	CNDP2	Q96KP4	enzyme	product_as_written	L-seryl-L-threonine + H2O = L-threonine + L-serine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q96KP4/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q9D1A2""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:67372	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
PRAD	CAMP_PRAD	02_MAPPING	20260922T142000Z_discovery_v1	prad_mapping_v1	PRAD_FEATURE:b1e19189fde23790	KEGG:C00097	cysteine	CNDP2	Q96KP4	enzyme	product_as_written	L-cysteinylglycine + H2O = L-cysteine + glycine	DIRECT_ACCEPTED	https://www.uniprot.org/uniprotkb/Q96KP4/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19346245""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25964343""}]"	UniProt reviewed human entry, exact listed participant; evidence may be inferred	RHEA:28783	current_public_snapshot	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence
