cancer	cohort	feature_id	metabolite_key	metabolite_name	gene	stable_gene_id	uniprot_accession	mapping_status	relationship_type	reaction	role	source_url	source_evidence	reason	reused_library	original_evidence_id
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT2	ENSG00000087253	Q7L5N7	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + (9Z)-octadecenoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q7L5N7/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21498505""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0273
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT2	ENSG00000087253	Q7L5N7	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + acetyl-CoA = 1-hexadecanoyl-2-acetyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q7L5N7/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q8BYI6""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0274
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	dodecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-dodecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0275
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	octadecanoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0276
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0277
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	(9Z)-hexadecenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18772128""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0278
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + (9Z)-octadecenoyl-CoA = 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18772128""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0279
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	(9Z,12Z)-octadecadienoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18772128""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0280
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18772128""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0281
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LPCAT4	ENSG00000176454	Q643R3	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + 1-hexadecanoyl-sn-glycero-3-phosphocholine = 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q643R3/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q6NVG1""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0282
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LYPLA1	ENSG00000120992	O75608	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + H2O = sn-glycerol 3-phosphocholine + hexadecanoate + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/O75608/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""19439193""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0283
ccRCC	ccRCC3	ccRCC3_FEATURE:2db4705c85860224	KEGG:C04102	1-palmitoyl-GPC (16:0)	LYPLA2	ENSG00000011009	O95372	DIRECT_ACCEPTED	enzyme	1-hexadecanoyl-sn-glycero-3-phosphocholine + H2O = sn-glycerol 3-phosphocholine + hexadecanoate + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/O95372/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25301951""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0284
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	CYP4F2	ENSG00000186115	P78329	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + reduced [NADPH--hemoprotein reductase] + O2 = 22-hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	direct_consumption	https://www.uniprot.org/uniprotkb/P78329/entry	PubMed:18577768	Inherited CAMP identity; not reidentified by standards; not breast-specific function or proven flux.	BRCA_mapping190_v2	M190E0168
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL3	ENSG00000123983	O95573	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/O95573/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0254
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ACSL4	ENSG00000068366	O60488	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + ATP + CoA = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/O60488/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""31061331""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0255
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (14S)-hydroperoxy-(4Z,7Z,10Z,12E,16Z,19Z)-docosahexaenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""32404334""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0258
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (17S)-hydroperoxy-(4Z,7Z,10Z,13Z,15E,19Z)-docosahexaenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""32404334""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0259
ccRCC	ccRCC3	ccRCC3_FEATURE:10511d2fb2642333	KEGG:C06429	docosahexaenoate (DHA; 22:6n3)	ALOX15	ENSG00000161905	P16050	DIRECT_ACCEPTED	enzyme	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate + O2 = (11S)-hydroperoxy-(4Z,7Z,9E,13Z,16Z,19Z)-docosahexaenoate	substrate_as_written	https://www.uniprot.org/uniprotkb/P16050/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""32404334""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0260
ccRCC	ccRCC3	ccRCC3_FEATURE:5f435300ab9248a6	KEGG:C01762	xanthosine	NT5C2	ENSG00000076685	P49902	DIRECT_ACCEPTED	enzyme	XMP + H2O = xanthosine + phosphate	product_as_written	https://www.uniprot.org/uniprotkb/P49902/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""D3ZMY7""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0305
ccRCC	ccRCC3	ccRCC3_FEATURE:6fe63a2a8258d9f8	KEGG:C00208	maltose	MGAM	ENSG00000257335	O43451	DIRECT_ACCEPTED	酶	人MGAM可水解麦芽糖生成葡萄糖。	水解底物	https://www.reactome.org/content/detail/R-HSA-189102 ; https://www.uniprot.org/uniprotkb/O43451/entry	Legacy curated tier A	原注释主要为小肠消化背景；乳腺组织中的表达和底物来源未评价。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0083
ccRCC	ccRCC3	ccRCC3_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	ABHD12	ENSG00000100997	Q8N2K0	DIRECT_ACCEPTED	enzyme	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:38487
ccRCC	ccRCC3	ccRCC3_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	ABHD6	ENSG00000163686	Q9BV23	DIRECT_ACCEPTED	enzyme	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/Q9BV23/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:38487
ccRCC	ccRCC3	ccRCC3_FEATURE:fd210047f1a6bba7	KEGG:C01885	1-oleoylglycerol (1-monoolein)	MGLL	ENSG00000074416	Q99685	DIRECT_ACCEPTED	enzyme	1-(9Z-octadecenoyl)-glycerol + H2O = glycerol + (9Z)-octadecenoate + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/Q99685/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""20079333""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""22969151""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""24368842""}]"	Inherited CAMP chemical identity; not new stereochemical identification or flux evidence	PRAD_mapping_v1	RHEA:38487
ccRCC	ccRCC3	ccRCC3_FEATURE:476819b94e143528	KEGG:C00275	mannose 6-phosphate	MPI	ENSG00000178802	P34949	DIRECT_ACCEPTED	酶	甘露糖6-磷酸与果糖6-磷酸异构。	可逆反应参与物	https://enzyme.expasy.org/EC/5.3.1.8 ; https://www.uniprot.org/uniprotkb/P34949/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0097
ccRCC	ccRCC3	ccRCC3_FEATURE:476819b94e143528	KEGG:C00275	mannose 6-phosphate	PMM1	ENSG00000100417	Q92871	DIRECT_ACCEPTED	酶	甘露糖1-磷酸与甘露糖6-磷酸互变。	可逆反应参与物	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/Q92871/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0098
ccRCC	ccRCC3	ccRCC3_FEATURE:476819b94e143528	KEGG:C00275	mannose 6-phosphate	PMM2	ENSG00000140650	O15305	DIRECT_ACCEPTED	酶	甘露糖1-磷酸与甘露糖6-磷酸互变。	可逆反应参与物	https://enzyme.expasy.org/EC/5.4.2.8 ; https://www.uniprot.org/uniprotkb/O15305/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0099
ccRCC	ccRCC3	ccRCC3_FEATURE:dc88f8fcb887555f	KEGG:C00668	glucose 6-phosphate	GPI	ENSG00000105220	P06744	DIRECT_ACCEPTED	酶	葡萄糖6-磷酸与果糖6-磷酸异构。	可逆反应参与物	https://enzyme.expasy.org/EC/5.3.1.9 ; https://www.uniprot.org/uniprotkb/P06744/entry	Legacy curated tier A	仅生化关系候选；未测本队列基因表达、相关性、酶活、功能或干预方向。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0134
ccRCC	ccRCC3	ccRCC3_FEATURE:ebd342a3158f25ea	KEGG:C00189	ethanolamine	CHKA	ENSG00000110721	P35790	DIRECT_ACCEPTED	酶	乙醇胺磷酸化生成磷酸乙醇胺。	转化底物	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/P35790/entry	Legacy curated tier A	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0079
ccRCC	ccRCC3	ccRCC3_FEATURE:ebd342a3158f25ea	KEGG:C00189	ethanolamine	CHKB	ENSG00000100288	Q9Y259	DIRECT_ACCEPTED	酶	乙醇胺磷酸化生成磷酸乙醇胺。	转化底物	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9Y259/entry	Legacy curated tier A	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0080
ccRCC	ccRCC3	ccRCC3_FEATURE:ebd342a3158f25ea	KEGG:C00189	ethanolamine	ETNK1	ENSG00000139163	Q9HBU6	DIRECT_ACCEPTED	酶	乙醇胺磷酸化生成磷酸乙醇胺。	转化底物	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9HBU6/entry	Legacy curated tier A	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0081
ccRCC	ccRCC3	ccRCC3_FEATURE:ebd342a3158f25ea	KEGG:C00189	ethanolamine	ETNK2	ENSG00000143845	Q9NVF9	DIRECT_ACCEPTED	酶	乙醇胺磷酸化生成磷酸乙醇胺。	转化底物	https://enzyme.expasy.org/EC/2.7.1.82 ; https://www.uniprot.org/uniprotkb/Q9NVF9/entry	Legacy curated tier A	CHKA/CHKB也有该反应注释；酶名不代表单一底物专一性。 旧关系按既有审定复用，本轮未逐篇重审。	BRCA_mapping190_v2	M190E0082
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	ENPP2	ENSG00000136960	Q13822	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + H2O = 1-octadecanoyl-sn-glycero-3-phosphate + choline + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/Q13822/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""12176993""}, {""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""21240271""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0285
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT1	ENSG00000153395	Q8NF37	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q8NF37/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q3TFD2""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0286
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT2	ENSG00000087253	Q7L5N7	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + acetyl-CoA = 1-octadecanoyl-2-acetyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q7L5N7/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q8BYI6""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0287
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + hexadecanoyl-CoA = 1-octadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""18195019""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0288
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LPCAT3	ENSG00000111684	Q6P1A2	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA = 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + CoA	substrate_as_written	https://www.uniprot.org/uniprotkb/Q6P1A2/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q91V01""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0289
ccRCC	ccRCC3	ccRCC3_FEATURE:0a9b03b34a6b6ee3	HMDB:HMDB10384	1-stearoyl-GPC (18:0)	LYPLA2	ENSG00000011009	O95372	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + H2O = octadecanoate + sn-glycerol 3-phosphocholine + H(+)	substrate_as_written	https://www.uniprot.org/uniprotkb/O95372/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25301951""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0290
ccRCC	ccRCC3	ccRCC3_FEATURE:c95d3fd4b0685964	KEGG:C01530	stearate (18:0)	ABHD12	ENSG00000100997	Q8N2K0	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphoserine + H2O = sn-glycero-3-phospho-L-serine + octadecanoate + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""33571455""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0208
ccRCC	ccRCC3	ccRCC3_FEATURE:c95d3fd4b0685964	KEGG:C01530	stearate (18:0)	ABHD12	ENSG00000100997	Q8N2K0	DIRECT_ACCEPTED	enzyme	1-octadecanoylglycerol + H2O = octadecanoate + glycerol + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/Q8N2K0/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""30237167""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0209
ccRCC	ccRCC3	ccRCC3_FEATURE:c95d3fd4b0685964	KEGG:C01530	stearate (18:0)	ACSL3	ENSG00000123983	O95573	DIRECT_ACCEPTED	enzyme	octadecanoate + ATP + CoA = octadecanoyl-CoA + AMP + diphosphate	substrate_as_written	https://www.uniprot.org/uniprotkb/O95573/entry	"[{""evidenceCode"": ""ECO:0000250"", ""source"": ""UniProtKB"", ""id"": ""Q63151""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0210
ccRCC	ccRCC3	ccRCC3_FEATURE:c95d3fd4b0685964	KEGG:C01530	stearate (18:0)	LYPLA2	ENSG00000011009	O95372	DIRECT_ACCEPTED	enzyme	1-octadecanoyl-sn-glycero-3-phosphocholine + H2O = octadecanoate + sn-glycerol 3-phosphocholine + H(+)	product_as_written	https://www.uniprot.org/uniprotkb/O95372/entry	"[{""evidenceCode"": ""ECO:0000269"", ""source"": ""PubMed"", ""id"": ""25301951""}]"	精确反应参与物；反应书写方向不是患者内净通量方向。数据库推断/实验证据代码逐条保留；不宣称均为人类直接酶学实验。	BRCA_mapping190_v2	M190E0211
