cancer	stable_gene_id	gene	in_current_pool	history_only	relation_ids	n_relations	RNA_background	RNA_source_run	cell_background	sc_source_run	functional_source_ref	external_source_ref	data_limitations	next_action	status	reason	n_current_direct_relations	n_conditional_relations	historical_relation_ids	n_historical_original42_relations	historical_relation_index	RNA_effect	RNA_p	RNA_q	RNA_n	RNA_test_family	RNA_status	RNA_up_pairs	RNA_down_pairs	RNA_equal_pairs	all3_same_unique_top	all3_top_bootstrap_ge080	source_type	GSE263733_top_celltype	GSE263733_runner_celltype	GSE263733_top_gap	GSE263733_bootstrap_top_frequency	GSE263733_bootstrap_valid	GSE263733_max_detection	GSE263733_n_evaluable_celltypes	GSE263733_status	GSE263733_matrix_coverage_status	GSE263733_top_detection_fraction	GSE263733_top_source_labels	GSE278688_top_celltype	GSE278688_runner_celltype	GSE278688_top_gap	GSE278688_bootstrap_top_frequency	GSE278688_bootstrap_valid	GSE278688_max_detection	GSE278688_n_evaluable_celltypes	GSE278688_status	GSE278688_matrix_coverage_status	GSE278688_top_detection_fraction	GSE278688_top_source_labels	GSE242230_top_celltype	GSE242230_runner_celltype	GSE242230_top_gap	GSE242230_bootstrap_top_frequency	GSE242230_bootstrap_valid	GSE242230_max_detection	GSE242230_n_evaluable_celltypes	GSE242230_status	GSE242230_matrix_coverage_status	GSE242230_top_detection_fraction	GSE242230_top_source_labels
PDAC	UniProtKB:P43353	ALDH3B1	False	True		0	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	6de4d6fd18054e95	1	historical_relation_index.tsv	0.1058965923156111	0.2918564194425754	0.4201557179223653	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	6	5	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Myeloid	0.0657102592749467	0.997	1000	0.5310582501790602	7	DONE	DONE	0.5310582501790602	18.0	Myeloid	Epithelial/Ductal	0.0177269085150403	0.847	1000	0.1828980835206508	6	DONE	DONE	0.1828980835206508	13.0	Myeloid	Epithelial/Ductal	0.0075158553360464	0.609	1000	0.2697843722065298	7	DONE	DONE	0.2260377957439748	20.0
PDAC	UniProtKB:P30038	ALDH4A1	False	True		0	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	c0530f72b416b807	1	historical_relation_index.tsv	-0.3406104152791746	0.0785951087680427	0.1756109461535955	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Endothelial	Epithelial/Ductal	0.0037009635632112	0.48	1000	0.1042398461862655	7	DONE	DONE	0.0527053133149256	4.0	Epithelial/Ductal	Fibroblast/CAF	0.0032474322440486	0.63	1000	0.0281519734766015	6	DONE	DONE	0.0281519734766015	12.0	Epithelial/Ductal	Endothelial	0.0004639559597893	0.433	1000	0.0445633615358853	7	DONE	DONE	0.0445633615358853	24.0
PDAC	UniProtKB:P51649	ALDH5A1	False	True		0	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	d51879d619cd1792	1	historical_relation_index.tsv	-0.2144863821513437	0.0245255018207681	0.0907020713888754	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	2	9	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.0139469472138651	0.901	1000	0.1915861877941515	7	DONE	DONE	0.1915861877941515	18.0	B/Plasma	Epithelial/Ductal	0.0386720572702202	0.998	1000	0.061936956794026	6	DONE	DONE	0.061936956794026	11.0	Erythrocyte	B/Plasma	0.0108842377377255	0.407	1000	0.0776800510253704	7	DONE	DONE	0.0771235458503932	3.0
PDAC	UniProtKB:Q02252	ALDH6A1	False	True		0	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	b89276e4c01c161d	1	historical_relation_index.tsv	-0.58538804286505	0.0121671003317872	0.0702742022750811	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	2	9	0	True	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0018779775337407	0.49	1000	0.3527663090762257	7	DONE	DONE	0.2736274938785529	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0333928807961366	0.982	1000	0.145569120634897	6	DONE	DONE	0.145569120634897	13.0	Fibroblast/CAF	Epithelial/Ductal	0.0106322901295062	0.71	1000	0.1551384428991347	7	DONE	DONE	0.1551384428991347	7.0
PDAC	UniProtKB:P49419	ALDH7A1	False	True		0	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	d7c8a1b69675d0f3	1	historical_relation_index.tsv	0.1200584052886228	0.4462020408904653	0.5630019868882636	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	7	4	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.018670001958236	0.76	1000	0.3882440527392106	7	DONE	DONE	0.3597401772966155	11.0	Epithelial/Ductal	Fibroblast/CAF	0.0106936701958102	0.669	1000	0.1966775561949962	6	DONE	DONE	0.1768217180171879	12.0	Fibroblast/CAF	Epithelial/Ductal	0.0552491043796213	0.966	1000	0.2409057875052351	7	DONE	DONE	0.2409057875052351	7.0
PDAC	UniProtKB:Q9H2A2	ALDH8A1	False	True		0	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	0	67f17e75dfc93fae	1	historical_relation_index.tsv	-0.2056326243115409	0.0007357372217085	0.0548657216119157	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	0	11	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0081929439870585	0.91	1000	0.0410603074767888	7	DONE	DONE	0.0410603074767888	11.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0053590557175476	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0057250360792544	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:P49189	ALDH9A1	True	False	742a98c6a88f8ded;d67177ddf09c8b2f	2	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	2	0	c2bbc5755f15c7c5	1	historical_relation_index.tsv	-0.0218730597937726	0.8799653917769635	0.9056310490371248	11	RNA_PAIRED_CURRENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Endothelial	0.0269933276768439	0.782	1000	0.5174266020931482	7	DONE	DONE	0.4964022645521022	11.0	Endothelial	T/NK	0.0899834517973248	1.0	1000	0.2985636139632126	6	DONE	DONE	0.2985636139632126	13.0	Endothelial	Fibroblast/CAF	0.0269200670700234	0.416	1000	0.2514624855957867	7	DONE	DONE	0.2224380717442697	3.0
PDAC	UniProtKB:Q13686	ALKBH1	False	True	cb1df2daef68c23d	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.0854814968024682	0.4212837218631823	0.5474849290253968	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	5	6	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0022764004578405	0.512	1000	0.1367624676408131	7	DONE	DONE	0.0980276547238942	11.0	T/NK	B/Plasma	0.0011288824481118	0.543	1000	0.0575430358423569	6	DONE	DONE	0.0451704557391932	13.0	Myeloid	Endothelial	0.0008027137579511	0.499	1000	0.0682484653570588	7	DONE	DONE	0.047591380922545	20.0
PDAC	UniProtKB:Q6NS38	ALKBH2	False	True	9ee08a175ce1c2c9	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.1681023806892918	0.0177524522548239	0.078480498656429	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	True	True	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0257402621672508	0.912	1000	0.3043043553722795	7	DONE	DONE	0.2740336025482277	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0559772046442559	1.0	1000	0.1521718415094542	6	DONE	DONE	0.1521718415094542	13.0	Fibroblast/CAF	Endothelial	0.051043691296204	0.964	1000	0.1789956057178822	7	DONE	DONE	0.1789956057178822	7.0
PDAC	UniProtKB:Q96Q83	ALKBH3	False	True	6ba835de1eae3972	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.1735324105396998	0.0057622743744937	0.0584311321184284	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	False	False	Expression-source descriptive only;not unique action cell	Acinar	Fibroblast/CAF	0.0226244681304921	0.515	1000	0.2776321938549476	7	DONE	DONE	0.1638213377703575	4.0	Endothelial	Fibroblast/CAF	0.007623965165539	0.785	1000	0.1312468217008335	6	DONE	DONE	0.1312468217008335	13.0	Fibroblast/CAF	T/NK	0.0042009559421269	0.563	1000	0.1388670481538317	7	DONE	DONE	0.1213540029647753	7.0
PDAC	UniProtKB:Q9NXW9	ALKBH4	False	True	5d8cd3a519ab516e	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.3344436848072583	0.006408421825022	0.0584311321184284	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0527633310098151	1.0	1000	0.2827898749452075	7	DONE	DONE	0.2827898749452075	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0157472738053074	0.963	1000	0.0997884261537327	6	DONE	DONE	0.0997884261537327	13.0	Endothelial	Fibroblast/CAF	0.0410409747722557	0.523	1000	0.1352139241681345	7	DONE	DONE	0.1032146160962072	3.0
PDAC	UniProtKB:Q6P6C2	ALKBH5	False	True	06322e03aceb31b8	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.0058987795417635	0.9496313852368335	0.9699806292061944	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	5	6	0	False	False	Expression-source descriptive only;not unique action cell	T/NK	Epithelial/Ductal	0.0338807378913945	0.73	1000	0.5788039094248703	7	DONE	DONE	0.285931639157007	20.0	T/NK	Fibroblast/CAF	0.0351339631527374	0.997	1000	0.2797897537077717	6	DONE	DONE	0.2127074336391625	13.0	Fibroblast/CAF	Epithelial/Ductal	0.010609302607547	0.532	1000	0.2484856083470387	7	DONE	DONE	0.216957656643996	7.0
PDAC	UniProtKB:Q9BT30	ALKBH7	False	True	78ef1ca4fe98e597	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.3727402352180856	0.0044902100171336	0.0584311321184284	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	True	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0925356163885295	0.908	1000	0.7348735750991143	7	DONE	DONE	0.6629708689652486	11.0	Fibroblast/CAF	Epithelial/Ductal	0.0541617670299442	0.77	1000	0.504717565668219	6	DONE	DONE	0.504717565668219	13.0	Fibroblast/CAF	Myeloid	0.0776075878803782	0.812	1000	0.4777379403119325	7	DONE	DONE	0.4777379403119325	7.0
PDAC	UniProtKB:Q96BT7	ALKBH8	False	True	f6a5d8bb05a296a7	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	0.3079952166770427	0.0235118959377906	0.088478976818528	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	9	2	0	False	False	Expression-source descriptive only;not unique action cell	Fibroblast/CAF	Epithelial/Ductal	0.0024043885106054	0.467	1000	0.1447955208113979	7	DONE	DONE	0.1112999316550724	11.0	Endothelial	T/NK	0.0148774359982513	0.957	1000	0.0559511652946118	6	DONE	DONE	0.0559511652946118	13.0	Endothelial	B/Plasma	0.0033655212708146	0.349	1000	0.0509661835748792	7	DONE	DONE	0.0509661835748792	3.0
PDAC	UniProtKB:Q9BQD7	ANTKMT	False	True	2b56692ab1612431	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.5014324019563537	0.0010433937449426	0.0548657216119157	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	1	10	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Fibroblast/CAF	0.1314185382563194	1.0	1000	0.6573996367916225	7	DONE	DONE	0.6573996367916225	18.0	Epithelial/Ductal	Fibroblast/CAF	0.0812729179692174	0.996	1000	0.2771627242735562	6	DONE	DONE	0.2771627242735562	12.0	Myeloid	Epithelial/Ductal	0.0017461868058652	0.481	1000	0.3345275167296029	7	DONE	DONE	0.2673382803146124	20.0
PDAC	UniProtKB:P19801	AOC1	True	False	faf059efa2ed3b44	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0		0	historical_relation_index.tsv	0.3632767205440437	0.0419181360611833	0.1232592810370511	11	RNA_PAIRED_CURRENT	DONE	8	3	0	True	True	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Acinar	0.164165295068082	1.0	1000	0.3483272117974373	7	DONE	DONE	0.3483272117974373	18.0	Epithelial/Ductal	Myeloid	0.1807731730388236	1.0	1000	0.1451142192975242	6	DONE	DONE	0.1451142192975242	12.0	Epithelial/Ductal	Myeloid	0.1799323727914621	1.0	1000	0.2305366471198237	7	DONE	DONE	0.2305366471198237	24.0
PDAC	UniProtKB:P29972	AQP1	False	True	0ff5f8164a5e818b	1	NOMINAL_EXPLORATORY	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.7380956206939738	0.0487104698254425	0.1393119437007656	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	4	7	0	True	False	Expression-source descriptive only;not unique action cell	Endothelial	Fibroblast/CAF	1.431759558668718	0.8	1000	0.7264444556296978	7	DONE	DONE	0.7264444556296978	4.0	Endothelial	Epithelial/Ductal	1.627811538381173	1.0	1000	0.8047978270777716	6	DONE	DONE	0.8047978270777716	13.0	Endothelial	Epithelial/Ductal	2.0651545906789397	0.587	1000	0.8232346592661116	7	DONE	DONE	0.8232346592661116	3.0
PDAC	UniProtKB:Q96PS8	AQP10	True	False	04f54c17238a8259	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	04f54c17238a8259	1	historical_relation_index.tsv	-0.1896684315593882	0.2238854042412205	0.3315055512272763	11	RNA_PAIRED_CURRENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0098450203252032	7	NOT_EVALUABLE	DONE	NA	NA	Myeloid	T/NK	0.0163672619282764	1.0	1000	0.0169556911766436	6	DONE	DONE	0.0169556911766436	13.0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0044505399603105	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:Q8NBQ7	AQP11	True	False	2370b9b3095ddac9	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP_AND_BOOTSTRAP_GE080	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	2370b9b3095ddac9	1	historical_relation_index.tsv	-0.1525422388777517	0.1259977486085355	0.2288341463699138	11	RNA_PAIRED_CURRENT	DONE	3	8	0	True	True	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	Acinar	0.0095238794967311	0.967	1000	0.0886880236643385	7	DONE	DONE	0.0886880236643385	18.0	Epithelial/Ductal	Myeloid	0.0032549206426453	0.873	1000	0.0141258178256302	6	DONE	DONE	0.0141258178256302	12.0	Epithelial/Ductal	Fibroblast/CAF	0.0152923184771044	0.994	1000	0.0534827178538233	7	DONE	DONE	0.0534827178538233	24.0
PDAC	UniProtKB:P41181	AQP2	False	True	5a9b0ce0dba701ef	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	-0.2979666793881947	0.0557805086861602	0.1468890455310611	11	RNA_PAIRED_HISTORY_SUPPLEMENT	DONE	3	8	0	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0084234747300419	7	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0052173316879199	6	NOT_EVALUABLE	DONE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	0.0021754894851341	7	NOT_EVALUABLE	DONE	NA	NA
PDAC	UniProtKB:Q92482	AQP3	True	False	7fa325787b32f8e9	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	7fa325787b32f8e9	1	historical_relation_index.tsv	-0.1978269982576773	0.6064690129758231	0.6778183086200377	11	RNA_PAIRED_CURRENT	DONE	4	7	0	False	False	Expression-source descriptive only;not unique action cell	Epithelial/Ductal	T/NK	0.0023437777384247	0.496	1000	0.356819942917574	7	DONE	DONE	0.356819942917574	18.0	T/NK	Epithelial/Ductal	0.2440120739282212	0.999	1000	0.2886551138306172	6	DONE	DONE	0.2886551138306172	13.0	T/NK	Epithelial/Ductal	0.2187453762414017	0.995	1000	0.2671859875047502	7	DONE	DONE	0.2671859875047502	21.0
PDAC	UniProtKB:O14520	AQP7	True	False	dc305265bf0c4ce3	1	NOT_SUPPORTED_THIS_TEST	20260922T120300Z_sop_v3_internal	ALL3_SAME_TOP	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	1	0	dc305265bf0c4ce3	1	historical_relation_index.tsv	-0.2753840794656174	0.1175935826383304	0.2217222512341039	11	RNA_PAIRED_CURRENT	DONE	4	7	0	True	False	Expression-source descriptive only;not unique action cell	Endothelial	Epithelial/Ductal	0.0350918623591361	0.784	1000	0.0996905679552078	7	DONE	DONE	0.0996905679552078	4.0	Endothelial	Epithelial/Ductal	0.0501520681192964	0.991	1000	0.070914826295379	6	DONE	DONE	0.070914826295379	13.0	Endothelial	Epithelial/Ductal	0.0888110944085747	0.512	1000	0.0635342789598108	7	DONE	DONE	0.0635342789598108	3.0
PDAC	UniProtKB:A0A075B734	AQP7B	False	True	f95297e9e99cc14b	1	NOT_EVALUABLE	20260922T120300Z_sop_v3_internal	STUDY_DEPENDENT_OR_NOT_EVALUABLE	20260922T120400Z_sop_v3_source	NOT_RUN;outside source-only SOP scope	NO_LINKED_LEGACY_EXTERNAL_GENE_RESULT	Separate currentDIRECT and supplementalRNA families;no best-relation selection;clinical overlap remains unverified	Discuss complete evidence;no mechanism claim from highest expression	DONE	All current and historical genes retained;measurement status recorded separately	0	1		0	historical_relation_index.tsv	NA	NA	NA	0	RNA_PAIRED_HISTORY_SUPPLEMENT	NOT_EVALUABLE	0	0	0	False	False	Expression-source descriptive only;not unique action cell	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA	0	NA	0	NOT_EVALUABLE	NOT_EVALUABLE	NA	NA
